Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1185	1	-20.7511	0	-20.7511	38.65935	10278.16	0.0599889	0.0825954	0.0754183	0.144431	0.182724	0.148008	0.0954467	0.0591123	0.0990126	0.0875308	0.367942	0.0238631	0.121581	0.127259	0.08718823	0.04836252	0.0441633	0.0923126	0.0421687	0.018913	0.4945	0.307942	44.20642	0.002746232	-2.439686	0.98749	0.99677	1.00317	1.01257	0.0696889	0.233121	0.693566	0.00362409	0.05110875	0.0537331
1186	0	-17.758	0	-17.758	25.69834	2328.162	0.219943	0.097532	0.0924519	0.202972	0.217107	0.136938	0.156831	0.201107	0.0965083	0.0228179	0.116763	0.0790307	0.225216	0.0608401	0.09619259	-0.03710768	0.00182385	0.37112	0.2938	0.100189	0.143705	0.0893615	35.67393	0.05389381	-2.341403	0.973781	0.993149	1.00661	1.02646	0.552268	0.11472	0.172587	0.160425	0.01678613	3.210615
1187	1	-12.3226	0	-12.3226	26.84288	12522.19	0.0250175	0.11934	0.0721673	0.146674	0.178178	0.108709	0.132492	0.0675753	0.0697265	0.0693213	0.172463	0.0701372	0.108336	0.178104	0.07497902	0.02158729	0.0728912	0.178602	0.016606	0.0258106	0.395766	0.310325	28.58433	0.006217806	-2.590547	0.988664	0.997076	1.00288	1.01138	0.0449458	0.281996	0.545567	0.127491	0.0278051	0.2236211
1188	0	-13.67	0	-13.67	15.28422	2420.722	0.125523	0.0805302	0.218846	0.23457	0.194783	0.127279	0.0828751	0.11223	0.135192	0.0563261	0.085383	0.0875407	0.231644	0.0915679	0.1589769	-0.03243578	0.00360139	0.352164	0.328533	0.0988819	0.129725	0.087095	23.87572	0.04294199	-1.838997	0.974284	0.993284	1.00648	1.02595	0.601988	0.0827606	0.23143	0.0838211	0.01050622	4.087294
1189	1	-10.7035	0	-10.7035	22.61311	14205.91	0.0384128	0.12302	0.184806	0.187424	0.16288	0.0886535	0.155469	0.118084	0.0757365	0.0827746	0.0919349	0.0447678	0.110565	0.122645	0.09564104	0.004810934	0.10989	0.455329	0.0115808	0.0349057	0.100389	0.287906	24.51775	0.01558911	-2.347153	0.989356	0.997256	1.0027	1.01068	0.104366	0.341795	0.346527	0.207312	0.02040004	0.7641704
1190	0	-12.2386	0	-12.2386	13.39377	2016.988	0.0852028	0.0807366	0.255715	0.249962	0.113058	0.179603	0.0629592	0.164101	0.0765488	0.0975379	0.0854248	0.0890052	0.159663	0.0453163	0.122643	-0.04103324	0.0101064	0.0854014	0.490165	0.108129	0.190673	0.115526	20.26848	0.05184059	-2.098478	0.971841	0.99263	1.00709	1.02844	0.365062	0.198086	0.263639	0.173214	0.01080735	4.796789
1191	1	-12.0296	0	-12.0296	24.45052	17728.35	0.0644062	0.0868825	0.187509	0.21688	0.099522	0.0895679	0.15029	0.107906	0.091059	0.0690926	0.128045	0.067511	0.191434	0.109317	0.1159261	0.01239723	0.0874194	0.404469	0.00969069	0.019972	0.174644	0.303805	43.57578	0.01673752	-2.154803	0.99047	0.997546	1.00242	1.00956	0.139097	0.337564	0.117892	0.405446	0.02913475	0.5744864
1192	0	-3.42899	0	-3.42899	5.028154	2138.93	0.0925144	0.115656	0.137355	0.130617	0.0920566	0.140604	0.175468	0.13701	0.0832477	0.217965	0.0400758	0.1453	0.110508	0.0790811	0.1026404	-0.04780769	0.0124677	0.145205	0.493053	0.0854011	0.139319	0.124554	6.772538	0.05089537	-2.276523	0.972651	0.992847	1.00689	1.02762	0.347104	0.145319	0.234536	0.273042	0.003087672	16.48341
1193	1	-12.601	0	-12.601	12.7272	24281.69	0.0624984	0.110455	0.119784	0.27247	0.0703384	0.115309	0.136723	0.141996	0.143962	0.105726	0.062091	0.0720059	0.223213	0.18759	0.1346255	-0.008955864	0.0875823	0.542592	0.0095943	0.0174797	0.223183	0.119569	30.61816	0.02283643	-2.005258	0.991855	0.997905	1.00207	1.00817	0.0380385	0.635548	0.0927821	0.233631	0.01388056	1.645209
1194	0	1.34283	0	1.34283	2.362645	2444.483	0.102794	0.084062	0.138984	0.0952719	0.0941341	0.0645375	0.109611	0.20249	0.0881981	0.201837	0.0733622	0.0818477	0.190998	0.0963899	0.1021939	-0.1026852	0.0217428	0.30682	0.119865	0.28542	0.134661	0.131492	3.685561	0.1051937	-2.280883	0.974409	0.993317	1.00645	1.02582	0.103072	0.19849	0.284041	0.414398	0.0025085	41.9349
1195	1	-13.2648	0	-13.2648	14.76409	25807.26	0.0629243	0.19723	0.128314	0.256515	0.102674	0.0958123	0.172968	0.0712498	0.123103	0.0966624	0.0752553	0.0579845	0.262785	0.0836224	0.1508988	0.01140302	0.0743086	0.426217	0.0111407	0.0422021	0.270417	0.175714	15.5125	0.05289161	-1.891146	0.992099	0.997968	1.00201	1.00792	0.383744	0.375238	0.0881466	0.152872	0.06429463	0.8226443
1196	0	2.68607	0	2.68607	1.708285	2632.985	0.068574	0.0852343	0.157138	0.162415	0.220873	0.0244418	0.111177	0.139114	0.0502509	0.115681	0.0683707	0.0854136	0.163131	0.0947358	0.1031444	-0.1468803	0.00642511	0.221335	0.220824	0.315053	0.162055	0.0743078	1.981184	0.1524021	-2.271625	0.975338	0.993565	1.00622	1.02488	0.0637864	0.594825	0.106458	0.23493	0.005521889	27.59964
1197	1	-16.7103	0	-16.7103	8.684379	30552.37	0.0825836	0.125004	0.243437	0.175329	0.218841	0.103381	0.275353	0.0601727	0.175111	0.127512	0.107773	0.0796929	0.280847	0.115427	0.1741552	-0.03717285	0.200158	0.190173	0.0163212	0.0462578	0.362267	0.184823	28.50298	0.06087236	-1.747808	0.992737	0.998133	1.00185	1.00728	0.154838	0.0656254	0.471657	0.307879	0.02369952	2.568506
1198	0	4.218	0	4.218	2.286182	2348.527	0.0961463	0.0867363	0.110262	0.0951163	0.114231	0.0187495	0.110728	0.0508499	0.0689372	0.118286	0.0597741	0.108765	0.108702	0.0565598	0.08363594	-0.0413141	0.0233135	0.174093	0.507615	0.12969	0.111013	0.0542742	3.693753	0.0480377	-2.481282	0.973894	0.993179	1.00658	1.02635	0.0815045	0.800205	0.041282	0.077009	0.006723594	7.144645
1199	1	-13.9833	0	-13.9833	22.40016	30187.2	0.0467282	0.085788	0.153877	0.271521	0.157055	0.11497	0.209879	0.0808424	0.0896933	0.11245	0.120926	0.0884277	0.363341	0.0753403	0.119929	-0.09314197	0.0599037	0.457253	0.00832138	0.0261309	0.342522	0.105869	43.85673	0.1001384	-2.120856	0.992694	0.998122	1.00186	1.00733	0.0478684	0.0584479	0.276703	0.616981	0.006996393	14.31286
1200	0	-0.275477	0	-0.275477	2.192922	2901.113	0.04301	0.136067	0.122743	0.0759823	0.161481	0.0182248	0.0418703	0.0626088	0.0478865	0.124116	0.0511709	0.0944506	0.276758	0.051156	0.07485808	-0.04213889	0.018039	0.270583	0.238251	0.361177	0.0627798	0.0491709	4.44313	0.04929722	-2.592161	0.9765	0.993874	1.00593	1.0237	0.220509	0.432403	0.207878	0.13921	0.007158326	6.886696
1201	1	-12.49	0	-12.49	17.77686	30713.11	0.0648861	0.16005	0.192009	0.243049	0.0702307	0.12987	0.140064	0.137873	0.093501	0.104605	0.0655741	0.104817	0.328197	0.139575	0.1366244	-0.1121333	0.0846572	0.453432	0.0201488	0.0519275	0.231561	0.158274	28.87621	0.1198992	-1.99052	0.992756	0.998138	1.00184	1.00726	0.518432	0.199682	0.154493	0.127393	0.007765929	15.43914
1202	0	0.562487	0	0.562487	5.306227	3792.95	0.0218695	0.129003	0.0969749	0.0814982	0.109887	0.014479	0.0393997	0.0822941	0.0431703	0.0948202	0.0549166	0.0831335	0.156196	0.0662382	0.06265898	-0.04149017	0.00657521	0.170362	0.248113	0.402842	0.0433494	0.128759	6.413033	0.04487949	-2.770048	0.979437	0.994653	1.0052	1.02071	0.205587	0.301556	0.415212	0.0776439	0.003389321	13.24144
1203	1	-3.31824	0	-3.31824	4.108399	29143	0.0589042	0.108273	0.218879	0.123575	0.051774	0.0770021	0.0870588	0.155519	0.0686269	0.130182	0.0507783	0.137475	0.163037	0.160242	0.1120197	-0.1695639	0.0318166	0.144436	0.00938404	0.173403	0.512198	0.128762	6.700592	0.1803635	-2.18908	0.992564	0.998088	1.00189	1.00746	0.371213	0.0339075	0.434161	0.160718	0.01079957	16.70099
1204	0	0.237098	0	0.237098	5.349954	3185.892	0.0457112	0.157553	0.0640599	0.0908892	0.13198	0.0326329	0.0435159	0.181773	0.0183152	0.107147	0.0590455	0.0643637	0.131266	0.0837572	0.06962079	-0.03365609	0.00389205	0.178788	0.156203	0.121745	0.0617681	0.477604	5.508433	0.03659744	-2.664692	0.977571	0.994159	1.00566	1.02261	0.273314	0.411593	0.268252	0.0468419	0.002941348	12.44241
1205	1	1.53629	0	1.53629	2.585453	23749.53	0.042964	0.186899	0.227324	0.0843164	0.0593992	0.0713438	0.11754	0.0817425	0.0663057	0.143716	0.0814252	0.0813473	0.192574	0.144234	0.09654955	-0.05439562	0.102338	0.479845	0.0657115	0.0477267	0.137889	0.16649	3.117466	0.06079276	-2.337699	0.991764	0.997881	1.00209	1.00826	0.43534	0.12116	0.243092	0.200409	0.006397142	9.503113
1206	0	-6.75371	0	-6.75371	18.72016	3636.476	0.0332943	0.0804308	0.0704951	0.0840817	0.107084	0.0493221	0.0427875	0.170588	0.0235058	0.160335	0.0546561	0.0763559	0.131431	0.102833	0.08667852	-0.1091693	0.00213363	0.0566366	0.254248	0.0575893	0.0633498	0.566043	27.48303	0.1142578	-2.445549	0.979001	0.994538	1.0053	1.02116	0.0614179	0.357119	0.466096	0.115367	0.005088519	22.45404
1207	1	-0.690595	0	-0.690595	2.272239	23651.41	0.0592755	0.185425	0.180856	0.0769136	0.0746346	0.0735536	0.127897	0.148655	0.0822859	0.207621	0.104459	0.173133	0.111491	0.161104	0.09900397	-0.07920359	0.152863	0.320075	0.067696	0.16004	0.205003	0.0943231	3.660425	0.08306169	-2.312595	0.991747	0.997877	1.0021	1.00828	0.515717	0.0593701	0.0107124	0.414201	0.003858099	21.52918
1208	0	0.510828	0	0.510828	6.295073	3304.056	0.0233804	0.0767304	0.0977199	0.0695214	0.0871867	0.0585921	0.0394791	0.0838038	0.0359269	0.121572	0.0640302	0.0590009	0.123386	0.081708	0.06739013	-0.208838	0.00234138	0.0523437	0.550222	0.0733854	0.00975952	0.311948	45.49674	0.2123843	-2.697257	0.977974	0.994266	1.00556	1.0222	0.114898	0.389344	0.470985	0.0247735	0.003546326	59.88854
1209	1	-0.278232	0	-0.278232	1.287396	20499.15	0.125282	0.172841	0.222363	0.0558408	0.127684	0.0978237	0.166144	0.0947642	0.0901279	0.200935	0.109725	0.138796	0.0809483	0.188011	0.09460768	-0.1071202	0.17523	0.190659	0.0701138	0.107251	0.135935	0.320811	2.720461	0.1116946	-2.358017	0.991136	0.997718	1.00225	1.00889	0.381119	0.336463	0.0230184	0.2594	0.00457437	24.41748
1210	0	0.0814545	0	0.0814545	10.69379	2745.16	0.0291774	0.0713897	0.129654	0.0821091	0.108138	0.0636796	0.0429439	0.0968937	0.0606855	0.0495908	0.0954755	0.0492507	0.0821555	0.106387	0.07375984	-0.0728839	0.00514464	0.125261	0.367022	0.168377	0.0135137	0.320682	15.60704	0.07372325	-2.606941	0.975845	0.9937	1.00609	1.02436	0.834583	0.106652	0.0280498	0.0307151	0.0008393546	87.83327
1211	1	-1.66437	0	-1.66437	2.757803	22418.96	0.12392	0.199799	0.0567584	0.041576	0.165114	0.0812544	0.113313	0.0699027	0.0833909	0.282981	0.143967	0.11288	0.117438	0.196502	0.1015164	-0.1593459	0.10697	0.109749	0.0782006	0.0968423	0.181851	0.426388	3.014299	0.1645932	-2.287535	0.991523	0.997819	1.00216	1.0085	0.51656	0.011897	0.041086	0.430457	0.005247272	31.36739
1212	0	-8.5171	0	-8.5171	15.98626	2059.309	0.0302145	0.0740392	0.147472	0.0849526	0.122682	0.0895114	0.0426753	0.0360899	0.127045	0.0516145	0.0780094	0.0233889	0.0736242	0.162706	0.07493508	-0.09262119	0.00589103	0.135626	0.258821	0.211148	0.112124	0.276391	26.72961	0.09321356	-2.591133	0.97213	0.992708	1.00701	1.02815	0.336052	0.320228	0.0622916	0.281428	0.0005923736	157.356
1213	1	-11.6525	0	-11.6525	19.63831	23849.45	0.142075	0.214034	0.0601392	0.0287543	0.153663	0.0764251	0.0985116	0.0785624	0.127353	0.212904	0.244532	0.118265	0.104596	0.134364	0.1170273	-0.167633	0.374038	0.121486	0.0616931	0.0602567	0.0690618	0.313464	24.91577	0.1778329	-2.145348	0.991781	0.997886	1.00209	1.00824	0.651011	0.035124	0.0464991	0.267366	0.01019987	17.43481
1214	0	-10.8758	0	-10.8758	24.14161	1719.14	0.0267621	0.122526	0.163189	0.0551032	0.0701275	0.0784032	0.0227881	0.036937	0.124244	0.0574249	0.161386	0.0281917	0.0561139	0.099888	0.06585794	-0.05691659	0.00642809	0.243324	0.179488	0.116965	0.203512	0.250282	43.47786	0.05762326	-2.720255	0.969512	0.992004	1.00766	1.03082	0.0612613	0.598273	0.119241	0.221225	0.0007066695	81.54202
1215	1	-11.4531	0	-11.4531	10.88607	32137.7	0.182599	0.16692	0.0581492	0.0246176	0.129757	0.164662	0.165302	0.054979	0.199076	0.11	0.199597	0.0826873	0.0956765	0.102097	0.09201292	-0.1283059	0.269295	0.254169	0.116775	0.184659	0.0829262	0.0921759	11.86617	0.1450391	-2.385826	0.992918	0.99818	1.0018	1.0071	0.367039	0.116379	0.262967	0.253615	0.01673316	8.667763
1216	0	-7.42435	0	-7.42435	30.73794	1147.051	0.0685273	0.0717507	0.156962	0.0498312	0.0668789	0.0436298	0.020029	0.0418741	0.0974488	0.102261	0.175911	0.0267885	0.0474744	0.104203	0.07127756	-0.0508451	0.0032914	0.0695856	0.0476779	0.238239	0.339341	0.301865	44.96023	0.05569461	-2.641174	0.962722	0.990166	1.00934	1.03778	0.0232109	0.736593	0.0535675	0.186628	0.004849515	11.48457
1217	1	-10.7015	0	-10.7015	6.341026	23119.29	0.151073	0.167677	0.0562357	0.0254662	0.0751688	0.237705	0.125014	0.0765265	0.13558	0.0593548	0.287287	0.0905532	0.0427288	0.129131	0.08839078	-0.2823102	0.13735	0.208902	0.314447	0.119878	0.153908	0.0655143	28.09168	0.2921954	-2.425988	0.991653	0.997852	1.00212	1.00837	0.125527	0.028864	0.125936	0.719673	0.009885178	29.55894
1218	0	-5.88688	0	-5.88688	8.118087	1204.918	0.0803178	0.0753053	0.0946557	0.0971707	0.116025	0.0553478	0.0381752	0.0303971	0.0822905	0.0384981	0.225224	0.0505341	0.0389685	0.0569432	0.07459685	-0.1199773	0.00562927	0.108744	0.0681302	0.202153	0.19141	0.423933	41.62645	0.1260416	-2.595657	0.963622	0.990411	1.00911	1.03685	0.126217	0.513256	0.183471	0.177057	0.006064299	20.7842
1219	1	-9.10318	0	-9.10318	3.761722	24048.2	0.086001	0.206965	0.0765334	0.0473878	0.0589943	0.169834	0.0736916	0.102369	0.186889	0.123464	0.187829	0.0795138	0.0411127	0.120517	0.07243712	-0.664629	0.0892037	0.212884	0.222952	0.176955	0.161292	0.136713	28.92204	0.6738707	-2.625036	0.991815	0.997895	1.00208	1.00821	0.148128	0.0192312	0.334301	0.498341	0.009241624	72.91691
1220	0	-7.16427	0	-7.16427	17.07217	1433.28	0.0513836	0.0929526	0.0321197	0.138865	0.155956	0.0889098	0.0392149	0.0227161	0.0571962	0.0484245	0.0777946	0.0278802	0.07986	0.0576516	0.07998973	-0.1741044	0.00105556	0.0429472	0.0188086	0.678747	0.128445	0.129996	27.03906	0.1767281	-2.525857	0.966627	0.991226	1.00838	1.03377	0.068533	0.357011	0.533784	0.0406724	0.002623763	67.35673
1221	1	2.27821	0	2.27821	1.990145	26402.05	0.0596818	0.152064	0.0801285	0.10331	0.0644262	0.0944228	0.109231	0.0501484	0.327351	0.0991576	0.0522673	0.0517369	0.0381784	0.110195	0.06680843	-0.1195371	0.105285	0.358171	0.146245	0.123768	0.132076	0.134456	2.685125	0.1331582	-2.705926	0.992188	0.997991	1.00199	1.00783	0.259434	0.197626	0.238145	0.304795	0.01362114	9.775852
1222	0	-4.38348	0	-4.38348	13.08735	1591.778	0.0492334	0.0535476	0.024826	0.135655	0.130115	0.0971368	0.0411717	0.0612818	0.100262	0.0728105	0.140123	0.050873	0.0642174	0.0875248	0.05987911	-0.2219593	0.00193326	0.0885814	0.0471103	0.493146	0.149168	0.220061	38.93494	0.2246406	-2.815428	0.968322	0.991684	1.00796	1.03204	0.0256687	0.1487	0.475516	0.350116	0.002681244	83.78221
1223	1	-1.21776	0	-1.21776	2.853653	26988.77	0.0415956	0.133508	0.0722889	0.106556	0.113923	0.0711269	0.0805351	0.0863252	0.195092	0.11724	0.0193663	0.0863689	0.0311447	0.130423	0.08328883	-0.1148052	0.0802596	0.228012	0.185431	0.149424	0.110435	0.246438	5.606428	0.1361549	-2.485441	0.992273	0.998013	1.00197	1.00775	0.0538694	0.100914	0.30076	0.544456	0.02134968	6.377374
1224	0	-4.53503	0	-4.53503	7.345469	1138.692	0.108969	0.0591351	0.0375191	0.115914	0.200957	0.131534	0.0437113	0.0571699	0.0799624	0.0827187	0.0779695	0.104648	0.0934934	0.121618	0.08711355	-0.33726	0.00241307	0.121876	0.0761672	0.203316	0.133926	0.462302	21.43244	0.3404334	-2.440543	0.962587	0.990129	1.00937	1.03792	0.017678	0.125461	0.712919	0.143943	0.003173444	107.2757
1225	1	-3.6228	0	-3.6228	3.392977	35894.39	0.0719187	0.14298	0.163073	0.107648	0.113953	0.0963926	0.0453414	0.0948155	0.27582	0.0891684	0.0215993	0.0801011	0.0343534	0.12943	0.08676242	-0.2919826	0.088958	0.0863611	0.209999	0.132062	0.0570812	0.425539	4.034044	0.3066572	-2.444582	0.993299	0.998278	1.00171	1.00672	0.142334	0.511966	0.270604	0.0750955	0.01467453	20.89724
1226	0	-0.862672	0	-0.862672	3.757977	699.7881	0.0628113	0.0378612	0.113803	0.0996063	0.300201	0.0802893	0.030117	0.0475921	0.134895	0.0933071	0.087043	0.0928992	0.108007	0.124433	0.08277366	-0.1645068	0.00151782	0.274995	0.0595784	0.295741	0.253144	0.115024	4.785404	0.1665812	-2.491645	0.952366	0.987322	1.01186	1.04845	0.343275	0.25906	0.000665293	0.396999	0.002074367	80.3046
1227	1	-0.235431	0	-0.235431	3.440343	37997.95	0.0489623	0.172932	0.127043	0.135222	0.148899	0.0911385	0.0386039	0.0419625	0.136215	0.153135	0.0302376	0.121176	0.0559956	0.106043	0.08648407	-0.06571676	0.06473	0.180904	0.365317	0.0529462	0.266324	0.0697789	4.208321	0.07189636	-2.447795	0.993487	0.998327	1.00166	1.00653	0.570323	0.121362	0.12262	0.185695	0.006179591	11.63449
1228	0	-7.86532	0	-7.86532	13.62017	611.1646	0.0619541	0.0338188	0.204713	0.114541	0.359709	0.0456435	0.0398356	0.0601235	0.15211	0.0533653	0.071827	0.0641106	0.105965	0.0751169	0.08253825	-0.05687043	0.00236838	0.393366	0.0295231	0.347794	0.114007	0.112941	13.83817	0.05807632	-2.494493	0.949062	0.986404	1.01266	1.05187	0.760009	0.111798	4.79327e-05	0.128145	0.001205885	48.16076
1229	1	2.35624	0	2.35624	4.159842	28994.36	0.0422783	0.0849695	0.103544	0.0913507	0.176778	0.0566214	0.0516027	0.0661361	0.07025	0.0951851	0.059526	0.0790452	0.0403852	0.124631	0.09331404	-0.1226423	0.0782443	0.152064	0.509698	0.0649096	0.0874669	0.107617	5.441969	0.1325649	-2.371785	0.992545	0.998083	1.0019	1.00747	0.28246	0.12817	0.568982	0.020388	0.009922571	13.35993
1230	0	-5.88137	0	-5.88137	9.310876	646.6957	0.083502	0.0354062	0.117597	0.104198	0.227366	0.053255	0.0577909	0.0493325	0.199531	0.0942792	0.0649877	0.041807	0.187529	0.0563618	0.1034516	-0.06591123	0.00372306	0.0831006	0.0757388	0.141711	0.361907	0.33382	9.688502	0.06789451	-2.268651	0.950468	0.986795	1.01232	1.05042	0.413192	0.340491	0.000149921	0.246167	0.001983288	34.23331
1231	1	-1.66088	0	-1.66088	4.666557	26542.57	0.0805074	0.128152	0.102158	0.0729851	0.133009	0.0360443	0.0488725	0.0532556	0.0818991	0.061995	0.0847882	0.164947	0.0270587	0.106333	0.08084999	-0.09943564	0.26753	0.0873789	0.309903	0.0654739	0.0996381	0.170076	13.47053	0.1219579	-2.51516	0.992209	0.997996	1.00198	1.00781	0.217538	0.191952	0.501265	0.089245	0.02252228	5.41499
1232	0	-9.57681	0	-9.57681	10.01156	603.4554	0.0269694	0.0328619	0.131071	0.106721	0.2168	0.0721395	0.0342414	0.0561446	0.208441	0.0736419	0.128667	0.0293364	0.128688	0.0462845	0.06359005	-0.04435498	0.00775736	0.206993	0.0791549	0.171847	0.283229	0.251018	26.04153	0.04915585	-2.755298	0.94874	0.986314	1.01274	1.05221	0.398828	0.106826	0.000762602	0.493583	0.004800869	10.23895
1233	1	-3.42012	0	-3.42012	8.081917	27440.62	0.0473559	0.102592	0.0643944	0.0406646	0.145362	0.0417705	0.0416551	0.0708294	0.0467399	0.0749389	0.114879	0.218677	0.0492054	0.119602	0.07522982	-0.2363075	0.269217	0.0715756	0.285347	0.0982949	0.169178	0.106387	19.82507	0.270247	-2.587208	0.992337	0.99803	1.00195	1.00768	0.0687643	0.172649	0.578487	0.180101	0.0339395	7.962612
1234	0	-7.62127	0	-7.62127	27.51086	599.9422	0.0298993	0.0394015	0.107018	0.106127	0.153122	0.0623703	0.0305765	0.0398823	0.118274	0.0940966	0.0793734	0.0629181	0.139878	0.0333304	0.08105255	-0.05839404	0.00658034	0.266552	0.198338	0.094742	0.209994	0.223793	29.83499	0.0671511	-2.512658	0.948592	0.986273	1.01277	1.05236	0.307076	0.235542	0.000737612	0.456644	0.008757061	7.668223
1235	1	-7.72396	0	-7.72396	9.18679	26225.76	0.0748646	0.0622079	0.163244	0.028531	0.0484273	0.0321684	0.0517019	0.0555649	0.0249256	0.125097	0.163467	0.165556	0.0350256	0.0741774	0.0877395	-0.1173459	0.159503	0.0447125	0.319289	0.117662	0.162302	0.196532	17.041	0.1588092	-2.433383	0.992162	0.997984	1.00199	1.00786	0.0707683	0.109635	0.260683	0.558914	0.04146326	3.830118
1236	0	-3.67707	0	-3.67707	23.42426	591.8806	0.0344612	0.0304446	0.0496595	0.0780265	0.152677	0.0481845	0.0406669	0.0472536	0.097324	0.124033	0.0483293	0.0862465	0.0938302	0.0574459	0.05708873	-0.08615116	0.00917195	0.309454	0.148116	0.121546	0.245467	0.166246	28.27835	0.08949496	-2.863149	0.948247	0.986177	1.01286	1.05272	0.542443	0.00441264	0.0549618	0.398183	0.003343805	26.76441
1237	1	-9.41201	0	-9.41201	25.03923	26670.01	0.105394	0.106971	0.163715	0.0560661	0.0325971	0.0273431	0.0563124	0.0482546	0.0339555	0.0572095	0.0992878	0.134932	0.0618827	0.0795326	0.08226465	-0.04669629	0.0368993	0.0152531	0.343608	0.113332	0.0498223	0.441085	27.99371	0.1402247	-2.497814	0.992227	0.998001	1.00198	1.00779	0.0902195	0.328828	0.257135	0.323818	0.09352846	1.499274
1238	0	-6.66045	0	-6.66045	14.03689	689.303	0.0385163	0.0385883	0.0506376	0.0548961	0.163593	0.090298	0.0208215	0.0334861	0.144098	0.0880965	0.0425915	0.0660727	0.104998	0.0440968	0.06387889	-0.01693406	0.0137093	0.075614	0.182707	0.138928	0.166911	0.42213	43.19368	0.0195291	-2.750766	0.952009	0.987223	1.01195	1.04882	0.660175	0.022005	0.10151	0.21631	0.002595046	7.525533
1239	1	-10.8261	0	-10.8261	10.7807	18403.41	0.116051	0.0775561	0.237628	0.0359707	0.0530094	0.0224976	0.0552038	0.062328	0.0386524	0.128869	0.0858817	0.0916103	0.0719916	0.0850622	0.1072036	0.1309092	0.0522204	0.0415066	0.359872	0.229502	0.0352612	0.281638	31.68498	0.06746464	-2.233025	0.990646	0.997591	1.00238	1.00939	0.167205	0.486809	0.0601514	0.285835	0.1983738	0.3400884
1240	0	-4.27571	0	-4.27571	17.46265	812.7138	0.0631285	0.0360326	0.0458373	0.0890553	0.141526	0.0628194	0.0273815	0.0496666	0.154235	0.0750328	0.0375595	0.0829714	0.0493312	0.0447612	0.06220955	-0.05570334	0.00797461	0.105167	0.368976	0.0751352	0.151968	0.29078	44.98508	0.06032814	-2.777247	0.955771	0.988263	1.01103	1.04493	0.276358	0.541906	0.164887	0.0168493	0.004624804	13.04447
1241	1	-6.25439	0	-6.25439	7.129982	13853.19	0.10963	0.228328	0.235088	0.0729237	0.0528647	0.0579603	0.0514048	0.0715401	0.0230297	0.142575	0.0646315	0.0771355	0.0533811	0.0558716	0.06533547	0.05330031	0.131121	0.176497	0.36095	0.0826581	0.0257589	0.223015	12.13758	0.06733724	-2.72822	0.989221	0.997221	1.00274	1.01082	0.0733701	0.580128	0.0850628	0.261439	0.1206375	0.5581781
1242	0	-3.21251	0	-3.21251	29.25608	862.4873	0.0432139	0.0379448	0.0533985	0.0981954	0.140337	0.107976	0.0265871	0.078949	0.0454714	0.0544017	0.0378785	0.085708	0.0758197	0.063177	0.06543662	-0.1116845	0.00593039	0.178095	0.50474	0.102922	0.0816691	0.126643	31.50875	0.1252674	-2.726673	0.957056	0.988616	1.01072	1.04361	0.317972	0.371105	0.125459	0.185464	0.01358282	9.222486
1243	1	-6.94053	0	-6.94053	23.88953	15450.95	0.153884	0.103565	0.17214	0.0585611	0.0590385	0.0306202	0.0739297	0.070778	0.0313089	0.109979	0.0773366	0.100237	0.0877369	0.0698346	0.07685223	0.03992723	0.0593157	0.0528688	0.702699	0.0428345	0.0138932	0.128388	27.31383	0.1042841	-2.565871	0.989793	0.99737	1.00259	1.01024	0.522272	0.139041	0.294525	0.0441625	0.1442113	0.7231338
1244	0	-4.20746	0	-4.20746	16.9721	715.4243	0.0620414	0.0242009	0.0815789	0.105832	0.133024	0.122419	0.0401685	0.107389	0.0230438	0.0507602	0.0638137	0.0837373	0.0490128	0.048545	0.06204	-0.05807138	0.022537	0.384199	0.249243	0.105406	0.165673	0.0729421	19.35301	0.08674926	-2.779976	0.952885	0.987466	1.01174	1.04791	0.130074	0.149415	0.0774691	0.643042	0.02867788	3.024953
1245	1	-6.46682	0	-6.46682	18.18311	20448.66	0.116725	0.0326811	0.225684	0.0561981	0.0791824	0.043985	0.071425	0.0362409	0.0397468	0.0953035	0.080448	0.0599783	0.145518	0.0547874	0.07683582	0.1546974	0.041286	0.030408	0.478111	0.0234891	0.0680686	0.358638	22.20554	0.08304376	-2.566084	0.991125	0.997716	1.00226	1.0089	0.0345453	0.402707	0.379476	0.183272	0.2377412	0.3493032
1246	0	0.442232	0	0.442232	10.03766	633.779	0.0501786	0.0194589	0.075602	0.107695	0.0716872	0.111406	0.0281845	0.0451427	0.074374	0.042081	0.0282955	0.0414276	0.105185	0.0851276	0.06213489	-0.01097298	0.00466635	0.600831	0.119762	0.0991536	0.158037	0.0175496	11.73397	0.05796563	-2.778448	0.94997	0.986657	1.01244	1.05093	0.194534	0.778536	0.0159568	0.010973	0.04699265	1.233504
